"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:52:34,8717668","ryuk.exe","4888","CreateFileMapping","C:\Windows\SysWOW64\wldp.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"10:52:34,8721280","ryuk.exe","4888","CreateFileMapping","C:\Windows\SysWOW64\wldp.dll","SUCCESS","SyncType: SyncTypeOther"
"10:52:34,8725345","ryuk.exe","4888","Load Image","C:\Windows\SysWOW64\wldp.dll","SUCCESS","Image Base: 0x74e40000, Image Size: 0x24000"
"10:52:34,8728934","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\wldp.dll","SUCCESS",""
"10:52:34,8738199","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\wldp.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8739292","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\wldp.dll","BUFFER OVERFLOW","Information: Owner"
"10:52:34,8743782","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\wldp.dll","SUCCESS","Information: Owner"
"10:52:34,8744581","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\wldp.dll","SUCCESS",""
"10:52:34,8769827","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\windows.storage.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8771056","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\windows.storage.dll","BUFFER OVERFLOW","Information: Owner"
"10:52:34,8771250","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\windows.storage.dll","SUCCESS","Information: Owner"
"10:52:34,8771407","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\windows.storage.dll","SUCCESS",""
"10:52:34,8773933","ryuk.exe","4888","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\9a2edb8f-5883-499f-aced-6e4b69d43ddf","NAME NOT FOUND","Length: 528"
"10:52:34,8777560","ryuk.exe","4888","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\30336ed4-e327-447c-9de0-51b652c86108","NAME NOT FOUND","Length: 528"
"10:52:34,8782056","ryuk.exe","4888","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\a40b455c-253c-4311-ac6d-6e667edccefc","NAME NOT FOUND","Length: 528"
"10:52:34,8783272","ryuk.exe","4888","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\703fcc13-b66f-5868-ddd9-e2db7f381ffb","NAME NOT FOUND","Length: 528"
"10:52:34,8783932","ryuk.exe","4888","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\32980f26-c8f5-5767-6b26-635b3fa83c61","NAME NOT FOUND","Length: 528"
"10:52:34,8787192","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\rpcss.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"10:52:34,8790765","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8791557","ryuk.exe","4888","QueryBasicInformationFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","CreationTime: 06/10/2021 15:40:21, LastAccessTime: 25/04/2022 10:50:50, LastWriteTime: 06/10/2021 15:40:21, ChangeTime: 25/04/2022 10:40:47, FileAttributes: A"
"10:52:34,8791678","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS",""
"10:52:34,8793009","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8794025","ryuk.exe","4888","CreateFileMapping","C:\Windows\SysWOW64\kernel.appcore.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"10:52:34,8796370","ryuk.exe","4888","CreateFileMapping","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","SyncType: SyncTypeOther"
"10:52:34,8800549","ryuk.exe","4888","Load Image","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","Image Base: 0x74e30000, Image Size: 0xf000"
"10:52:34,8803533","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS",""
"10:52:34,8808281","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8809394","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\kernel.appcore.dll","BUFFER OVERFLOW","Information: Owner"
"10:52:34,8809695","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","Information: Owner"
"10:52:34,8809970","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS",""
"10:52:34,8824280","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8825648","ryuk.exe","4888","QueryBasicInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","CreationTime: 25/04/2022 10:23:28, LastAccessTime: 25/04/2022 10:50:49, LastWriteTime: 25/04/2022 10:23:28, ChangeTime: 25/04/2022 10:39:44, FileAttributes: A"
"10:52:34,8826178","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS",""
"10:52:34,8830029","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8831423","ryuk.exe","4888","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY"
"10:52:34,8833679","ryuk.exe","4888","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","SyncType: SyncTypeOther"
"10:52:34,8835321","ryuk.exe","4888","Load Image","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Image Base: 0x74db0000, Image Size: 0x74000"
"10:52:34,8839767","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS",""
"10:52:34,8841854","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8842565","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\uxtheme.dll","BUFFER OVERFLOW","Information: Owner"
"10:52:34,8842819","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Information: Owner"
"10:52:34,8843113","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS",""
"10:52:34,8851083","ryuk.exe","4888","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"10:52:34,8851619","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,8851803","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:52:34,8852047","ryuk.exe","4888","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize","SUCCESS","Desired Access: Query Value"
"10:52:34,8852535","ryuk.exe","4888","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:52:34,8853585","ryuk.exe","4888","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize\AppsUseLightTheme","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:52:34,8853861","ryuk.exe","4888","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize","SUCCESS",""
"10:52:34,8854006","ryuk.exe","4888","RegCloseKey","HKCU","SUCCESS",""
"10:52:34,8854935","ryuk.exe","4888","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\673cf800-208a-5327-3f4b-2be44a66627a","NAME NOT FOUND","Length: 528"
"10:52:34,8874119","ryuk.exe","4888","Load Image","C:\Windows\SysWOW64\ole32.dll","SUCCESS","Image Base: 0x75ae0000, Image Size: 0xe3000"
"10:52:34,8880530","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8881760","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\ole32.dll","BUFFER OVERFLOW","Information: Owner"
"10:52:34,8881931","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS","Information: Owner"
"10:52:34,8882165","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS",""
"10:52:34,8884374","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,8884516","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:52:34,8886188","ryuk.exe","4888","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\OLE\Tracing","REPARSE","Desired Access: Read"
"10:52:34,8887439","ryuk.exe","4888","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole\Tracing","NAME NOT FOUND","Desired Access: Read"
"10:52:34,8890080","ryuk.exe","4888","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\1aff6089-e863-4d36-bdfd-3581f07440be","NAME NOT FOUND","Length: 528"
"10:52:34,8892415","ryuk.exe","4888","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f0558438-f56a-5987-47da-040ca75aef05","NAME NOT FOUND","Length: 528"
"10:52:34,8898760","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8900033","ryuk.exe","4888","QueryBasicInformationFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","CreationTime: 06/10/2021 15:40:27, LastAccessTime: 25/04/2022 10:50:49, LastWriteTime: 06/10/2021 15:40:27, ChangeTime: 25/04/2022 10:40:15, FileAttributes: A"
"10:52:34,8900229","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS",""
"10:52:34,8902700","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8903606","ryuk.exe","4888","CreateFileMapping","C:\Windows\SysWOW64\oleaut32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"10:52:34,8903984","ryuk.exe","4888","QueryStandardInformationFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","AllocationSize: 610.304, EndOfFile: 606.888, NumberOfLinks: 2, DeletePending: False, Directory: False"
"10:52:34,8904311","ryuk.exe","4888","CreateFileMapping","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","SyncType: SyncTypeOther"
"10:52:34,8905506","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS",""
"10:52:34,8909545","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,8909688","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:52:34,8909966","ryuk.exe","4888","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Explorer","REPARSE","Desired Access: Query Value"
"10:52:34,8910441","ryuk.exe","4888","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"10:52:34,8910955","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,8911043","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:52:34,8911201","ryuk.exe","4888","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"10:52:34,8912523","ryuk.exe","4888","CreateFile","C:\Users\Public","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8913035","ryuk.exe","4888","QueryRemoteProtocolInformation","C:\Users\Public","INVALID PARAMETER",""
"10:52:34,8913396","ryuk.exe","4888","QueryDirectory","C:\Users\Public\oRsbf.exe","SUCCESS","FileInformationClass: FileIdBothDirectoryInformation, Filter: oRsbf.exe, 2: oRsbf.exe"
"10:52:34,8913743","ryuk.exe","4888","CloseFile","C:\Users\Public","SUCCESS",""
"10:52:34,8914974","ryuk.exe","4888","ReadFile","C:\Windows\SysWOW64\shell32.dll","SUCCESS","Offset: 250.880, Length: 32.768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"10:52:34,8922438","ryuk.exe","4888","ReadFile","C:\Windows\SysWOW64\shell32.dll","SUCCESS","Offset: 87.040, Length: 32.768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"10:52:34,8930445","ryuk.exe","4888","ReadFile","C:\Windows\SysWOW64\shell32.dll","SUCCESS","Offset: 1.541.120, Length: 32.768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"10:52:34,8941960","ryuk.exe","4888","CreateFile","C:\Users\Cuckoo\Downloads\PROPSYS.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"10:52:34,8944679","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8945982","ryuk.exe","4888","QueryBasicInformationFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","CreationTime: 06/10/2021 15:40:21, LastAccessTime: 25/04/2022 10:42:45, LastWriteTime: 06/10/2021 15:40:21, ChangeTime: 25/04/2022 10:25:13, FileAttributes: A"
"10:52:34,8946140","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS",""
"10:52:34,8949059","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8950326","ryuk.exe","4888","CreateFileMapping","C:\Windows\SysWOW64\propsys.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"10:52:34,8954312","ryuk.exe","4888","CreateFileMapping","C:\Windows\SysWOW64\propsys.dll","SUCCESS","SyncType: SyncTypeOther"
"10:52:34,8956893","ryuk.exe","4888","Load Image","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Image Base: 0x74ce0000, Image Size: 0xc2000"
"10:52:34,8959165","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS",""
"10:52:34,8964055","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8964970","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\propsys.dll","BUFFER OVERFLOW","Information: Owner"
"10:52:34,8965210","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS","Information: Owner"
"10:52:34,8965413","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\propsys.dll","SUCCESS",""
"10:52:34,8968526","ryuk.exe","4888","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\32980f26-c8f5-5767-6b26-635b3fa83c61","NAME NOT FOUND","Length: 528"
"10:52:34,8969825","ryuk.exe","4888","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\703fcc13-b66f-5868-ddd9-e2db7f381ffb","NAME NOT FOUND","Length: 528"
"10:52:34,8970896","ryuk.exe","4888","ReadFile","C:\Windows\SysWOW64\shell32.dll","SUCCESS","Offset: 5.452.800, Length: 24.576, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"10:52:34,8979118","ryuk.exe","4888","Load Image","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Image Base: 0x756c0000, Image Size: 0x96000"
"10:52:34,8983972","ryuk.exe","4888","CreateFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:52:34,8984732","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\oleaut32.dll","BUFFER OVERFLOW","Information: Owner"
"10:52:34,8985055","ryuk.exe","4888","QuerySecurityFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Information: Owner"
"10:52:34,8985240","ryuk.exe","4888","CloseFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS",""
"10:52:34,8988496","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,8988855","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:52:34,8989426","ryuk.exe","4888","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\OLEAUT","NAME NOT FOUND","Desired Access: Query Value"
"10:52:34,8997038","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,8997441","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:52:34,8998105","ryuk.exe","4888","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Policies\Explorer","REPARSE","Desired Access: Query Value"
"10:52:34,8999470","ryuk.exe","4888","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","Desired Access: Query Value"
"10:52:34,8999950","ryuk.exe","4888","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:52:34,9001026","ryuk.exe","4888","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoPropertiesMyComputer","NAME NOT FOUND","Length: 16"
"10:52:34,9001490","ryuk.exe","4888","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS",""
"10:52:34,9002072","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,9002343","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:52:34,9002770","ryuk.exe","4888","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"10:52:34,9003370","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,9003615","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:52:34,9004317","ryuk.exe","4888","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Policies\Explorer","REPARSE","Desired Access: Query Value"
"10:52:34,9005200","ryuk.exe","4888","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","Desired Access: Query Value"
"10:52:34,9005802","ryuk.exe","4888","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:52:34,9006074","ryuk.exe","4888","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoPropertiesRecycleBin","NAME NOT FOUND","Length: 16"
"10:52:34,9006717","ryuk.exe","4888","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS",""
"10:52:34,9007101","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,9007327","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:52:34,9007724","ryuk.exe","4888","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"10:52:34,9008380","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,9008629","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:52:34,9009224","ryuk.exe","4888","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Policies\Explorer","REPARSE","Desired Access: Query Value"
"10:52:34,9009868","ryuk.exe","4888","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","Desired Access: Query Value"
"10:52:34,9010266","ryuk.exe","4888","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:52:34,9010682","ryuk.exe","4888","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoControlPanel","NAME NOT FOUND","Length: 16"
"10:52:34,9011000","ryuk.exe","4888","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS",""
"10:52:34,9011326","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,9011542","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:52:34,9011956","ryuk.exe","4888","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"10:52:34,9012693","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,9012907","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:52:34,9013292","ryuk.exe","4888","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Policies\Explorer","REPARSE","Desired Access: Query Value"
"10:52:34,9013867","ryuk.exe","4888","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","Desired Access: Query Value"
"10:52:34,9014294","ryuk.exe","4888","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:52:34,9015090","ryuk.exe","4888","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoSetFolders","NAME NOT FOUND","Length: 16"
"10:52:34,9015620","ryuk.exe","4888","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS",""
"10:52:34,9015992","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,9016222","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:52:34,9016651","ryuk.exe","4888","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"10:52:34,9017161","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,9017373","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:52:34,9017963","ryuk.exe","4888","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Policies\Explorer","REPARSE","Desired Access: Query Value"
"10:52:34,9018746","ryuk.exe","4888","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","Desired Access: Query Value"
"10:52:34,9019278","ryuk.exe","4888","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:52:34,9019972","ryuk.exe","4888","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoInternetIcon","NAME NOT FOUND","Length: 16"
"10:52:34,9020320","ryuk.exe","4888","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS",""
"10:52:34,9020686","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,9020924","ryuk.exe","4888","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:52:34,9021316","ryuk.exe","4888","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"10:52:34,9022906","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:52:34,9023147","ryuk.exe","4888","RegQueryKey","HKLM","SUCCESS","Query: Name"
